word,count,file
ravêro.,3,
vênenê,3,
"aşiyay,",3,
Musa,3,
nejdiyan,3,
çinıt,3,
Veng,3,
"Petrusi,",3,
laceki,3,
cın,3,
"vecerê,",3,
veciyê,3,
merdena,3,
Yuhannay,3,
nêwazeno,3,
xeberdari,3,
rusnay.,3,
nıtay,3,
Mabênê,3,
Yahudi,3,
“Ê,3,
dıdı,3,
borê.,3,
"mando,",3,
“Wey,3,
adıri,3,
Seytan\w*,3,
Bımbareki|Rowo,3,
qıckekan,3,
amanatê,3,
kamo.,3,
çıman,3,
pêxemberan|Pêxember\w*,3,
bıkeri,3,
vatenı?,3,
bıkerê.”,3,
"xo'a,",3,
"qedenay,",3,
bıdı.,3,
‘Mın,3,
ret,3,
Kêber,3,
pêser,3,
urceno,3,
“Ezi,3,
parçı,3,
vıla,3,
qewetın,3,
arê.,3,
Sılemani,3,
"bêrê,",3,
benê.”,3,
diye,3,
çım-vêsaninı,3,
desini,3,
danê.,3,
hezkerdenı,3,
xavran|Xavra\w*,3,
ronistenı,3,
"niyê,",3,
"ravêro,",3,
bêçıka,3,
kenê!,3,
zulım,3,
kenê.’,3,
kêberi,3,
pêgerê.,3,
metersê.,3,
hakim,3,
kêfê,3,
‘Çık,3,
rındek,3,
Çiyê,3,
nêbeno,3,
ğezna,3,
wayir,3,
sadıq,3,
baqıl,3,
tey,3,
Wali,3,
mırenê,3,
nêdiyo.,3,
"manê,",3,
“O,3,
"İshaq,",3,
sıfra,3,
"“Sêrê,",3,
xeberdaranê,3,
nêbena.,3,
Çımê,3,
nêda.,3,
veyvi,3,
"vacero,",3,
seqetê,3,
thabay,3,
"boro,",3,
"bıvêneri,",3,
‘Ekı,3,
qıral,3,
"“Vacım,",3,
vindi.,3,
new,3,
"mevênero,",3,
mına,3,
guna,3,
nêkena?,3,
hêsa,3,
vêsaniyê,3,
hêga,3,
“Waxtê,3,
begi,3,
gosê,3,
qıci,3,
"berdê,",3,
variyetıni,3,
mıreno.,3,
decanê,3,
mın!,3,
bırusnı,3,
“İbrahim,3,
rındo.,3,
"bıbo,",3,
ramı!”,3,
‘Sêr,3,
hakimo,3,
"diyenê,",3,
asmên.,3,
Pilanê,3,
"mekı,",3,
züri,3,
anan,3,
nêkerdê.,3,
wastê,3,
xızmetkaro,3,
gırotenı.,3,
"uca,",3,
kurık,3,
het,3,
"vacım,",3,
nêzanım,3,
rastan,3,
teslimê,3,
"nêbiyo,",3,
kı:,3,
gırotenı,3,
henênan,3,
sımsêr,3,
bımbarek'a,3,
"wedarê,",3,
"zanê,",3,
"rocı,",3,
Heşta,3,
viri,3,
Musay'a,3,
lêla,3,
xirozi,3,
hurindi:,3,
nustenı,3,
"biyan,",3,
Pilatusi.,3,
Nêverdano,3,
"pırodayenı,",3,
Barabbay,3,
çarmıx.,3,
perda,3,
meyitê,3,
wesa,3,
Mêrıkan,3,
çewt,3,
kilometroy,3,
Nasırayıci.,3,
ma'wa,3,
berciya,3,
Yeruşalim.,3,
amo!,3,
Beytania.,3,
nêamê,3,
bıresê,3,
can,3,
"""Pêxembero",3,
"kenay?""",3,
"bıvênerê!""",3,
Filipusi,3,
Nataniel,3,
"""Sıma,",3,
"bıkerê.""",3,
"bıkero.""",3,
"""Ni",3,
"bêaxıriye,",3,
Yahudiyan.,3,
'Çık,3,
"dina.""",3,
Kefernahumi,3,
"""Hata",3,
"nêbeno.""",3,
koleyê,3,
hewzi,3,
Zianê,3,
vatenê.,3,
"""Piyê",3,
"vıla,",3,
merdi.,3,
"rastiye,",3,
nêamı.,3,
sunetı,3,
nêbiyê,3,
"nêvênenê.""",3,
bıkisım.,3,
vaceri.,3,
kerdê?,3,
gıroti.,3,
vera.,3,
vanan,3,
"nêvatenê,",3,
pıste,3,
bışiyê,3,
zanê.,3,
zanay.,3,
bıwazerê,3,
niyê.,3,
jü.,3,
germ,3,
nêdi,3,
\id,2,
Zazaki,2,
\h,2,
\mt1,2,
\mt2,2,
rastê.,2,
Aviya,2,
1:5,2,
ezbetı,2,
Emrê,2,
Elizabet'a,2,
serrê,2,
qura,2,
1:9,2,
tê,2,
Vaso,2,
"vesnayenı,",2,
vatenê.\f*,2,
"rındê,",2,
xeberanê,2,
anê.,2,
Kırmancki,2,
fekanê,2,
çarnayış,2,
"Cebrail,",2,
düanê,2,
nanay,2,
Tiyo,2,
İlyasi'a\f,2,
vurneno,2,
Wayiri|Wayir\w*,2,
"keri,",2,
"nıka,",2,
nêşkinay,2,
"qediyay,",2,
asmi,2,
nêveciyê.,2,
"antenê,",2,
waştiya,2,
restay,2,
kerema,2,
dero.”,2,
çıka?,2,
"“Metersı,",2,
gırs.,2,
text,2,
çino.”,2,
qula,2,
bo.”,2,
sona,2,
şiye,2,
koyanê,2,
kutı,2,
sılamê,2,
lewiya.,2,
neslê,2,
tornanê,2,
karê,2,
çarnay,2,
"İsraili,",2,
nêkerdı.,2,
Biyayena,2,
rakutena,2,
sunet,2,
nami,2,
nê.,2,
"“Nê,",2,
beno.”,2,
“Mabênê,2,
"wast,",2,
Ciranê,2,
beno?”,2,
Xeberê,2,
qomê,2,
bo!,2,
\q3,2,
qudretın,2,
rusna.,2,
şikinım,2,
rayanê,2,
Heqi:,2,
"ramaniyo,",2,
Mesihi,2,
"tici,",2,
qewetın.,2,
bıveciyo,2,
İmparatorê,2,
Sezar,2,
ferman,2,
Suriye,2,
qeyd,2,
pist,2,
paçıkan,2,
mergan,2,
"aşiyê,",2,
pêro.,2,
Dawudi|Dawud\w*\f,2,
"Dawudi,",2,
çinıto,2,
tonê,2,
"rajiyo,",2,
şimım,2,
resna,2,
vasti,2,
2:22,2,
mırdar,2,
qurbanı,2,
lazımo,2,
vanê.\f*,2,
çhêlıkanê,2,
çarna,2,
Mabedı.,2,
30-31,2,
gınê,2,
pêxemberı,2,
heştay,2,
peroc,2,
Nasıra.,2,
bımbareka.,2,
Lista,2,
de.\f*,2,
"nêdi,",2,
Hirê,2,
İlimdarê,2,
“Ne,2,
kerd?,2,
hekmet'a,2,
"Filipusi,",2,
Kayafa,2,
Yahyay.,2,
"feteliya,",2,
"awkı,",2,
veceno.,2,
Wayir\w*,2,
bıvêro,2,
rayan,2,
duz,2,
ğezebê,2,
Tobı,2,
bımuskınê,2,
"rayım,",2,
bırrnayenı.,2,
kokê,2,
"bırrnenê,",2,
“Kami,2,
“Kesi,2,
zor'a,2,
nêheqi'a,2,
kaman,2,
layanê,2,
çarıxanê,2,
akeri.,2,
bırrneno,2,
adıro,2,
binan'a,2,
nanên,2,
hirıs,2,
"Mattati,",2,
Mattat,2,
"Malxi,",2,
Malxi,2,
"Mattitiay,",2,
Mattitia,2,
"Yahuday,",2,
"İshaqi,",2,
İbrahim,2,
"Kenani,",2,
Kenan,2,
Nuh,2,
Seytan,2,
"Heqiay,",2,
ihtişamê,2,
bıkı.’ ”,2,
"Yeruşalimi|Yeruşalim\w*,",2,
"cêr,",2,
‘Heq,2,
"bini,",2,
Bımbareki'a,2,
ucay.,2,
hurindi.\f*,2,
Şabati\w*\f,2,
serowo.,2,
xeleşino,2,
kip,2,
vatenê:,2,
niyo?”,2,
bıkı.,2,
Kefernahum,2,
vêsania,2,
İlyas,2,
Sayda,2,
cuzamı\w*,2,
khul,2,
wes.”,2,
rowo,2,
xırabıni,2,
cındıkın|Cıni,2,
qirra,2,
İsawo,2,
"cıni,",2,
Pêronan,2,
qewet'a,2,
wast.,2,
Adırê,2,
waro.,2,
"veciyenê,",2,
qirrenê,2,
Heqiay.”,2,
bıbırrnê.,2,
feteliyenê.,2,
sêro.,2,
“Gereko,2,
çineno,2,
torrê,2,
şütenê.,2,
qayığa,2,
ota.,2,
"gunakaran,",2,
"Zebedi,",2,
gênay,2,
xeleşiya,2,
qurbana,2,
nêweşiyanê,2,
itıqati'a,2,
kud,2,
"kuyê,",2,
kuyê.,2,
lanıkı,2,
"“Sıma,",2,
vaco,2,
xo.”,2,
kerden'a|Şukır,2,
heyran,2,
taşildar|Taşildar\w*,2,
taşildar,2,
“Mı,2,
ziyafeti,2,
taşildaran,2,
deri,2,
lazımo.”,2,
"veyvı,",2,
zama,2,
“Qe,2,
"nêgêno,",2,
khanı.,2,
khanı,2,
meska,2,
meskı,2,
"rışina,",2,
"vêsan,",2,
"Mordemi\w*,",2,
ki.”,2,
kenan:,2,
sodır,2,
Bi,2,
"sodır,",2,
Simuno,2,
"Filipus,",2,
xerca,2,
cındıkan,2,
"berbenê,",2,
sımawa,2,
"variyetınê,",2,
Pêxemberê,2,
Dısmenanê,2,
qeşikerdena,2,
bıwazerê.,2,
dısmeninı,2,
gepa,2,
çaketê,2,
esto?,2,
gunakaranê,2,
xelata,2,
xırabınan,2,
bilı.,2,
Heqa,2,
qab'a,2,
sıma.”,2,
ro?,2,
malımê,2,
"bıqedıno,",2,
“Çay,2,
"‘Bıra,",2,
Dara,2,
“Dara,2,
xırabını,2,
nêdana.,2,
hengurı,2,
banan,2,
"kami,",2,
"vırazeno,",2,
Laşêr,2,
banê,2,
"nêwes,",2,
layıq,2,
kuyê,2,
nêthawrenan,2,
"bıdı,",2,
nêdi.”,2,
cınaza,2,
Sukı,2,
cinık'a,2,
"berdenê,",2,
fındeti.,2,
urcı!”,2,
pêxembero|Pêxember\w*,2,
“Sêrê,2,
"oway,",2,
bıpim?’ ”,2,
nêweşiyan,2,
koran,2,
kori,2,
cuzamı\w*\f,2,
khuli,2,
"ênê,",2,
inan!”,2,
keno.’,2,
berco.”,2,
taşildaran|Taşildar\w*,2,
“Mordemê,2,
kami?,2,
vaceri?,2,
Domanê,2,
bazari,2,
kay,2,
dawetê,2,
"weno,",2,
Bınê,2,
Ferisiyo,2,
"“Simun,",2,
simi\f,2,
simi:,2,
gırotenı.\f*,2,
kerdo.,2,
keno?”,2,
vat.”,2,
meymanê,2,
biamenê,2,
"niaman,",2,
zeytıni,2,
ra;,2,
"wesa,",2,
“İtıqatê,2,
so.”,2,
Lê,2,
ninan'a,2,
toxımi,2,
zil,2,
‘İ,2,
Toxım,2,
genımo,2,
meveciyo,2,
roşti.,2,
gırotenı.”,2,
"amê,",2,
bıvênerê.”,2,
"ramıtı,",2,
qayığ'a,2,
Qayığı,2,
boverê,2,
Gerasa,2,
Çı,2,
“Wertê,2,
tesirê,2,
hadarê,2,
resenê,2,
berdenê,2,
merusnı,2,
koy,2,
xozi,2,
dewan,2,
"serı,",2,
"rusna,",2,
şiye.,2,
ma.”,2,
goni,2,
doxtori,2,
pey,2,
vat;,2,
xeleşina,2,
Kênekı,2,
Roê,2,
vestı,2,
boro.,2,
temı,2,
“Nay,2,
"turık,",2,
"cayê,",2,
hawariyê,2,
Hukumdarê,2,
Tayê,2,
"jüyo,",2,
kamo?”,2,
feteliyenê,2,
vêrê,2,
tenı,2,
sepeti,2,
“Sar,2,
kaman?”,2,
vanê?,2,
mevacerê.,2,
"ez,",2,
ênan,2,
ênan.”,2,
"Ez,",2,
asmı,2,
hewri,2,
"mıno,",2,
Gos,2,
kı.,2,
"Xora,",2,
reyan,2,
"qirreno,",2,
"dırbetın,",2,
çetın,2,
neslo,2,
kamcin,2,
qıckek,2,
cın|Cıni,2,
nêverda,2,
şiyayena,2,
Samiryeyican,2,
nêwastenê,2,
binı.,2,
şiyayenı,2,
lanê,2,
"mıreno,",2,
"verdê,",2,
"so,",2,
cıtı,2,
hawtay,2,
çarıxan,2,
‘Ni,2,
Kêyo,2,
kılı,2,
Hesabi\w*,2,
"Bao,",2,
Zaf,2,
bıresi,2,
bêaxıriye?”,2,
Heqi|Qanunê,2,
Musay\w*,2,
kenay?”,2,
“Bı,2,
bêaxıriye.”,2,
nêheq,2,
"Eriha,",2,
dızdan,2,
pıro.,2,
dısmen,2,
dırbetanê,2,
hera,2,
"xanı,",2,
qaytê,2,
siman,2,
"veceno,",2,
Perıo,2,
meyman.,2,
wua,2,
verdo,2,
"Marta,",2,
kenay,2,
lazımo.,2,
Düayê,2,
kenım.,2,
biyari,2,
iy.’,2,
bıwazero,2,
xelatanê,2,
Nia,2,
“Kamci,2,
rıjino.,2,
Kamci,2,
Seytani'a,2,
veceno.’,2,
arê,2,
"vecino,",2,
xo.’,2,
geji,2,
“Ay,2,
alametan,2,
Yunus,2,
Ninova,2,
nesli'a,2,
Yunusi,2,
Roştia,2,
tari.,2,
pırro.,2,
teberê,2,
pak.,2,
Ferisiyênê!,2,
desın,2,
xo.\f*,2,
jüy,2,
qayılê,2,
kenay.”,2,
itıqati!,2,
kerden'a,2,
xeberdaran,2,
"kisenê,",2,
nesıl,2,
Habil,2,
qurbani,2,
esta,2,
çina,2,
çewtan,2,
dı-rüyını,2,
"sıftı,",2,
dıjdi,2,
Mordeman,2,
şikinê,2,
Phanc,2,
nênê,2,
teka,2,
vira,2,
zano.,2,
hewlê.,2,
bıdım,2,
“Hadarê,2,
niya.”,2,
çi-mi,2,
keri.,2,
gırsan,2,
kı.’,2,
‘Mêrıko,2,
gênım,2,
gurinê,2,
Ey,2,
dayenı.,2,
kesê,2,
nêqedina,2,
dera.”,2,
şew,2,
heri,2,
êno.”,2,
“Xızmetkaro,2,
begê,2,
bıdero.,2,
cezawa,2,
bena!,2,
pitenı.,2,
dina?,2,
hirêyın,2,
vıstewriye,2,
veyvıkı,2,
rocawan,2,
dı-rüyıni!,2,
qerer,2,
"Pilatusi,",2,
qurbanan'a,2,
thofanı,2,
ser?,2,
Nê!,2,
Yeruşalim\w*,2,
"ni,",2,
“Reşberi,2,
"bıverdı,",2,
kerdenı\w*.,2,
nêwesı,2,
guriyayenı,2,
bıbê,2,
gayê,2,
Seytani|Seytan\w*,2,
xerdeli,2,
mirazê,2,
çıki?,2,
toxımê,2,
baxçê,2,
mirê,2,
"kuyo,",2,
‘Sıma,2,
ray-olağanê,2,
ma.’,2,
amê.,2,
13:28,2,
"İbrahim,",2,
Yaqub:,2,
ramıtê.\f*,2,
Rocda,2,
nisenê,2,
Ferisi\w*,2,
“Nıta,2,
sanay,2,
nêwast.,2,
"verdano,",2,
Vırniya,2,
"nêweso,",2,
belkia,2,
ronisı.’,2,
zêdı.,2,
beno;,2,
berc.”,2,
medı,2,
"danay,",2,
"feqirê,",2,
"kudê,",2,
vatı:,2,
"‘Bêrê,",2,
meserê,2,
qusır,2,
mekı.’,2,
“Jüyo,2,
“Wayir,2,
niseno,2,
eskerê,2,
bini'a,2,
bımuşiyo.,2,
çiya,2,
solı,2,
thamê,2,
Neway,2,
miya,2,
cirananê,2,
lazım,2,
kero,2,
nêfina,2,
"‘Bao,",2,
"gurinê,",2,
pırêşino,2,
"bıbırrnê,",2,
"borım,",2,
ama!,2,
“Laco,2,
reseno,2,
‘Se,2,
guko,2,
‘Lacê,2,
Xızmetkaro,2,
xilebaz,2,
gıroto,2,
‘No,2,
Beg,2,
erceno.,2,
sıfteyıni,2,
bıros,2,
‘Bigi,2,
bınusnı.’,2,
‘Dênê,2,
çalık,2,
Xora,2,
havalinı,2,
Hem,2,
guvan,2,
guvani,2,
bımuskınê.,2,
"nat,",2,
kuyo.,2,
Herd,2,
"bızeweciyo,",2,
ketenan,2,
feqir,2,
"mano,",2,
"‘İbrahim,",2,
"viri,",2,
henênı,2,
“Çiyê,2,
iy!,2,
bêrê!,2,
dengızi,2,
"wastenı,",2,
"dewı,",2,
veciyenê.,2,
“Heq,2,
teniyê,2,
dera!’,2,
“Rocê,2,
henêni,2,
sano,2,
mêro,2,
“Waxto,2,
"werdenê,",2,
"sımıtenê,",2,
Luti,2,
Sodom,2,
megêro.,2,
bêzar,2,
nêwasto,2,
çinıtê,2,
kutena,2,
lana,2,
Yeruşalimi|Yeruşalim\w*.,2,
tüyê,2,
qırbacan,2,
"fındet,",2,
"kerdenı\w*,",2,
Eriha,2,
"ravêrenê,",2,
rusnê,2,
bıkero.’,2,
wasto,2,
teni.’,2,
biyay.,2,
idarı,2,
kenay.’,2,
‘Tı,2,
“Bado,2,
"nêramıto,",2,
"nıta,",2,
"akerê,",2,
"itıqati\w*,",2,
kerdenê?,2,
‘Heqi,2,
"gırot’,",2,
reşberan,2,
kuna,2,
baxçi,2,
baxçı,2,
"gıno,",2,
muskıtê.,2,
Muxpiran,2,
"Sezari,",2,
esto?”,2,
vecerê.,2,
vato:,2,
bıray,2,
merdo.,2,
"zeweciyê,",2,
merdê.,2,
vêsenê,2,
“Mılet,2,
feqira,2,
alametê,2,
"nêbiyê,",2,
"mınê,",2,
hurindi,2,
xeleşiyayena,2,
darino,2,
bışkiyê,2,
bıveciyê,2,
"bıkiserê,",2,
bıdê,2,
sêrê.,2,
dero?,2,
gırsa,2,
"nêdiyê,",2,
"letı,",2,
“Sondê,2,
Newi”,2,
mor,2,
bê.,2,
"gırso,",2,
"muskıno,",2,
nisto,2,
Rocanê,2,
zından,2,
"nêwando,",2,
"rusnay,",2,
estê.”,2,
beso!”,2,
Zê,2,
Zeytıni.,2,
meveciyê.”,2,
kerdi:,2,
bıvêneri,2,
Daa,2,
Ama,2,
goso,2,
pili.,2,
hewliye,2,
nistenê,2,
nêkenan!”,2,
“Rastiye,2,
berba.,2,
Meclisê,2,
"veciyê,",2,
69,2,
70,2,
Fekê,2,
usti,2,
pilan|Rayib\w*,2,
nêkerdo,2,
verdanan,2,
"qirray,",2,
erciyay,2,
"raverdo,",2,
"fi,",2,
fiyê.,2,
makumê,2,
fiti,2,
Makuman,2,
çhepê,2,
"ant,",2,
tırsı,2,
"Yahudiyanay,",2,
bıxelesnı,2,
ra!”,2,
çarmıxi,2,
QIRALÊ,2,
YAHUDİYANO,2,
niyay?,2,
"bin,",2,
"anceno,",2,
Gırsi,2,
Aramatia,2,
kefen,2,
Gêray,2,
hetê.,2,
ray.,2,
çıki,2,
bıreso,2,
fındet.,2,
vatê,2,
Mesih'a,2,
xeleqnayiş.,2,
o.,2,
"kamo?""",2,
"""Heqi",2,
Mesihan,2,
"pitenı,",2,
"iy?""",2,
bıvênerê!,2,
"bızanerê?""",2,
bıkerdi,2,
"""Mı",2,
"bê.""",2,
Natanielı,2,
Kênay,2,
"""Gorê",2,
"bıvênero.""",2,
ardi.,2,
Nicodemo,2,
bıvênero?,2,
"esto.""",2,
"beno?""",2,
"zanım,",2,
meselayanê,2,
xırabi,2,
berco,2,
"iy.""",2,
"nêkino,",2,
amenê.,2,
"bısımı.""",2,
biyarê?,2,
"bêaxıriye.""",2,
"çino.""",2,
"""To",2,
"vat.""",2,
Bımbarek'a,2,
rastiye'a,2,
"keno.""",2,
nêwa?,2,
"""Rocê,",2,
"beno.""",2,
nêweşi,2,
Taşildari,2,
'Lacê,2,
wes.',2,
"nêweşiya,",2,
niyo,2,
'Dosê,2,
ha,2,
nustenı.,2,
masiyê,2,
"""Her",2,
werd.,2,
Hawa,2,
Tiberiya,2,
golı.,2,
fetelinê.,2,
"""Eceb,",2,
çol,2,
man,2,
"ma.""",2,
nêanê.,2,
"êno.""",2,
niyo?,2,
"bigêro,",2,
rındo,2,
"keno?""",2,
veciyo,2,
"Bımbareki,",2,
sıma?,2,
"""Mêrıko",2,
"ama.""",2,
ki.,2,
mêrıki'a,2,
"bi?""",2,
bıfeteliyê,2,
ardi?,2,
celile,2,
nêvecinan,2,
vanay?,2,
"çewt,",2,
kerda.,2,
hukum,2,
"""Ma,",2,
kaman.,2,
"Heq.""",2,
"kutê,",2,
"bêri,",2,
"borı.""",2,
vırastenı.,2,
"bi.""",2,
"anê?""",2,
"sıma.""",2,
ma?',2,
şüani,2,
şüano,2,
verdo.,2,
nêfındeno.,2,
"""Na",2,
"""Heqo,",2,
"""Wayirê",2,
"dero?""",2,
Kayafı,2,
İskaryot,2,
feqiran,2,
Qıralê,2,
herri,2,
bıkı!,2,
"""Qanunê",2,
iy:,2,
vanan.,2,
şüto,2,
"niyê.""",2,
'Kamo,2,
sıma:,2,
dıkeno,2,
"Ray,",2,
tengiye,2,
gılo,2,
"dırbetınno,",2,
nêmanê,2,
hezkerdenê,2,
biyan.,2,
nêqlê,2,
nêvênenê,2,
demo,2,
Yahudayê,2,
Henan,2,
komiri,2,
"ro?""",2,
niyay!,2,
"nêvênenan.""",2,
turık,2,
Tedari,2,
teslim,2,
berdo,2,
bıbo!,2,
"nêvênenan,",2,
"""Simun",2,
"biyenê.""",2,
"""Mêrıkanê",2,
LUK,1,
Northern,1,
(Kirmancki),1,
Dersim-Hozat,1,
Scripture,1,
Portions,1,
İncila,1,
Lukay,1,
\mt3,1,
"(Kırmancki,",1,
Dersim-Hozat),1,
"Teofilos,",1,
bınusnê.,1,
"meselan,",1,
têdıma,1,
bınusni.,1,
rayib\w*\f,1,
Rayib:,1,
(Qudüs),1,
bırriyenê,1,
Rayib,1,
Haruni\f,1,
Harun,1,
Rayibi,1,
amenê.\f*,1,
qanunê,1,
qısır,1,
Mabed\w*,1,
"xızmetı,",1,
Rayiban,1,
antê,1,
Mabeda\f,1,
Mabed:,1,
ibadeti,1,
mühim,1,
biye.\f*,1,
bıxur\f,1,
Bıxur:,1,
bıvêsno.,1,
Qura,1,
"vêsenê,",1,
melekanê|Melek\w*\f,1,
1:11,1,
“mılaketi”,1,
ninan.,1,
Mılaketi,1,
xırabınê.,1,
“mılaket”,1,
“melek”,1,
vat.\f*,1,
aşiya.,1,
"“Zekeriya,",1,
ana,1,
biyayena,1,
şerab,1,
içki,1,
meno,1,
Hona,1,
Bımbarek\w*\f,1,
1:15,1,
bıxowo.,1,
zafinan,1,
1:17,1,
pitenı.\f*,1,
piyan,1,
domanan,1,
nerm,1,
çarneno,1,
rastı,1,
hazır.”,1,
bızaneri,1,
bena?,1,
"kokıman,",1,
kokıma.”,1,
Cebrailan.,1,
deran.,1,
Qay,1,
lal.,1,
merex,1,
"lal,",1,
vaco.,1,
“Heqi,1,
sermo,1,
sermi,1,
xelesnan,1,
26-27,1,
dıcania,1,
asma,1,
"şeşenı,",1,
kêneka,1,
azebı.,1,
"aşiya,",1,
xêr,1,
Meyrem!,1,
Verê,1,
sılami,1,
"Meyrem,",1,
"lac,",1,
İyo.,1,
"text,",1,
textê,1,
Dawudio.,1,
Yaqubi\f,1,
1:33,1,
Yaqubi:,1,
tornê,1,
pêronano.\f*,1,
nêqedina.”,1,
camerdi'a,1,
nêbiyan.”,1,
"Qay,",1,
mordema,1,
"qısıra,",1,
asmio,1,
"dıcaniya,",1,
biyaro.,1,
meşkiyo,1,
Heqian.,1,
melek,1,
"Zekeriyay,",1,
Elizabetı.,1,
bımbarekay.,1,
eşiyan,1,
biyay.”,1,
"Heqo,",1,
perreno.,1,
qimet,1,
bêqimetı.,1,
ay.,1,
"qudretıni,",1,
bımbareko.,1,
"bıterso,",1,
Text,1,
"Vêsani,",1,
çiyanê,1,
rından'a,1,
Variyetıni,1,
wadi,1,
sadıqo.”,1,
gêrê,1,
"Elizabetı,",1,
heştını,1,
sunetê\f,1,
1:59,1,
"Yahudi,",1,
kenê.\f*,1,
domani.,1,
Yahyawo,1,
destan'a,1,
layıki.,1,
textı,1,
nusna:,1,
"“Eceb,",1,
"doman,",1,
pêxemberinı,1,
"kerdı,\f",1,
1:67,1,
Pêxemberinı,1,
İsraili\f,1,
1:68,1,
İsraili:,1,
pêroyino.,1,
çinıti,1,
pêroyini.\f*,1,
69-70,1,
waxtanê,1,
bımbarekan'a,1,
xelesnoğo,1,
xelesnayım,1,
72,1,
Sondê,1,
73,1,
74-75,1,
"wesım,",1,
"Bêters,",1,
pakinı,1,
rastinı,1,
76,1,
"Yahya,",1,
benay,1,
Wayiri,1,
77,1,
78,1,
rê\f,1,
1:78,1,
Cor,1,
Malaki,1,
verenê,1,
ra.\f*.,1,
79,1,
tersê,1,
bereqina.,1,
sılametiye.”,1,
80,1,
"Agustosi,",1,
dero\f,1,
2:1,1,
bımoriyo.,1,
"mordeyiş,",1,
mordeyişo,1,
Kirinius,1,
waliyê,1,
amenê;,1,
Beytlehemı\f,1,
2:4,1,
Beytlehem:,1,
Beytlehem,1,
Mikay,1,
5:2,1,
\f*.,1,
"sıfteyın,",1,
Xan,1,
hewn.,1,
malê,1,
meleka|Melek\w*,1,
bereqnê.,1,
vışiyay,1,
"Melekı,",1,
“Metersê!,1,
"ardı,",1,
Eyro,1,
2:11\ft,1,
Suka,1,
Beytlehem.\f*,1,
Mesiho|Mesih\w*\f,1,
2:11,1,
Mesih:,1,
Keso,1,
“Mesih,1,
"biyo”,",1,
muskıtenê,1,
Seserran,1,
"êno.\f*,",1,
sımawo.,1,
vênenê;,1,
alametı.”,1,
aşiyay.,1,
melekan,1,
“Cor,1,
"sero,",1,
Sılametı,1,
anciyay,1,
“Bêrê,1,
"Beytlehem,",1,
bıvênım.”,1,
"Usıv,",1,
rakutayi,1,
fıkıriyê.,1,
Qeseyê,1,
"namı,",1,
"nêbiye,",1,
melekı|Melek\w*,1,
pakbiyayişê\f,1,
Pakbiyayiş:,1,
Qeydawa,1,
"ard,",1,
Yeruşalimi|Yeruşalim\w*\f,1,
Qudüs,1,
Heqi\f,1,
2:23,1,
Musay.,1,
Tevrat,1,
beno:,1,
“Çutê,1,
qumriyan,1,
gorgoçinan,1,
emran,1,
itıqatın,1,
bıresno,1,
retiye.,1,
nêmırenay.”,1,
qucia,1,
"“Heqo,",1,
wado,1,
"ezo,",1,
xelesnayena,1,
bereqnena,1,
şeref,1,
düaê,1,
xêri,1,
“İsrail,1,
"waro,",1,
"alametı,",1,
fındenê.,1,
fıkır,1,
kardi,1,
sanina,1,
Aşira,1,
Aşêr,1,
Fanueli,1,
kokım,1,
viya,1,
serriya.,1,
nêveciyenê.,1,
Rocı,1,
gırotenê,1,
ibadet,1,
Hannay,1,
"qewetın,",1,
Fısıxi|Fısıx\w*\f,1,
2:41,1,
Fısıx:,1,
"serri,",1,
itıqati\f,1,
2:46,1,
itıqati:,1,
muskınê,1,
roniştayi,1,
ilimdaran,1,
baqıliya,1,
cüabanê,1,
kol,1,
"tersayım,",1,
feteliyayım.”,1,
Piyê\f,1,
2:49,1,
Mabed.\f*,1,
mına?”,1,
Mua,1,
lesı,1,
"estenê,",1,
Taqdirê,1,
"Tiberius,",1,
Waliyê,1,
Pontius,1,
"Hirodesi,",1,
İtureya,1,
Traxonitis,1,
Avilini,1,
Lisaniasi,1,
Hanan,1,
resnê,1,
efbiyayişê,1,
vaftiz\w*\f,1,
3:3,1,
“Vengo,1,
Vano:,1,
‘Raya,1,
kerê;,1,
Wadi,1,
"Koyi,",1,
tepıki,1,
alçax,1,
çewti,1,
çalıkınê,1,
"kortıkınê,",1,
ra.’ ”,1,
“Ey,1,
çhêlıkê,1,
"maran,",1,
xeleşinê,1,
vuriyê,1,
bıkım?’,1,
vırazero.,1,
darê,1,
Torcin,1,
daran,1,
Kamcin,1,
"nêdana,",1,
adır.”,1,
işligi,1,
taşildari|Taşildar\w*\f,1,
3:12,1,
Taşildaran,1,
kerdenê;,1,
megerê.,1,
Aylığa,1,
"“Nêzan,",1,
Mesiho?”,1,
"qudretıno,",1,
adır'a,1,
Yaba,1,
cün,1,
sımer,1,
Genımi,1,
rızneno,1,
"merekı,",1,
sımeri,1,
pısta,1,
vesneno.”,1,
Hirodiya'wa,1,
xırabiyê,1,
rü,1,
vati.,1,
nay'a,1,
xırabanê,1,
"Bımbarek\w*,",1,
thonê,1,
gorgoçin,1,
vengo,1,
ama:,1,
mınay.,1,
rajiyan.”,1,
xızmetanê,1,
"Eli,",1,
Eli,1,
"Yannayi,",1,
Yannay,1,
"Amosi,",1,
Amos,1,
"Nahumi,",1,
Nahum,1,
"Hesli,",1,
Hesli,1,
"Nagayi,",1,
Nagay,1,
"Mahati,",1,
Mahat,1,
"Şimi,",1,
Şim,1,
"Yosexi,",1,
Yosex,1,
"Yoday,",1,
Yoda,1,
"Yohanani,",1,
Yohanan,1,
"Reşay,",1,
