word,count,file
Reşa,1,
"Zerubbabili,",1,
Zerubbabil,1,
"Şealtieli,",1,
Şealtiel,1,
"Neri,",1,
Neri,1,
"Addi,",1,
Addi,1,
"Kosami,",1,
Kosam,1,
"Elmadami,",1,
Elmadam,1,
"Eri,",1,
Er,1,
"Yeşuy,",1,
Yeşu,1,
"Eliezeri,",1,
Eliezer,1,
"Yorimi,",1,
Yorim,1,
"Şimoni,",1,
"Yonami,",1,
Yonam,1,
"Elyakimi,",1,
Elyakim,1,
"Malay,",1,
Mala,1,
"Mennay,",1,
Menna,1,
"Mattatay,",1,
Mattata,1,
"Natani,",1,
Natan,1,
"Dawudi|Dawud\w*,",1,
"İşayi,",1,
İşay,1,
"Ovedi,",1,
Oved,1,
"Boazi,",1,
Boaz,1,
"Salmoni,",1,
Salmon,1,
"Nahşoni,",1,
Nahşon,1,
"Amminadavi,",1,
Amminadav,1,
"Rami,",1,
Ram,1,
"Hesroni,",1,
Hesron,1,
"Peresi,",1,
Peres,1,
"Yaqubi,",1,
İshaq,1,
"Terahi,",1,
Terah,1,
"Nahori,",1,
Nahor,1,
"Seruxi,",1,
Serux,1,
"Reuy,",1,
Reu,1,
"Peleki,",1,
Pelek,1,
"Everi,",1,
Ever,1,
"Şelahi,",1,
Şelah,1,
"Arpakşadi,",1,
Arpakşad,1,
"Sami,",1,
Sam,1,
"Nuhi,",1,
"Lemexi,",1,
Lemex,1,
"Metuşelaxi,",1,
Metuşelax,1,
"Hanoxi,",1,
Hanox,1,
"Yereti,",1,
Yeret,1,
"Mahalaleli,",1,
Mahalalel,1,
"Enoşi,",1,
Enoş,1,
"Şiti,",1,
Şit,1,
Ademi,1,
Adem,1,
vecero,1,
yaji;,1,
Çewres,1,
vecero.,1,
nêwerdi,1,
vêsan.,1,
nan.”,1,
‘Mordem,1,
nan'a,1,
nêmaneno.’ ”,1,
"wazenan,",1,
İdarı,1,
welatan,1,
ênay,1,
da:,1,
‘Teyna,1,
qulinı,1,
bercı,1,
sebekınê;,1,
Nınga,1,
nêgına,1,
ro.’ ”,1,
“Qesanê,1,
mekerê.”,1,
nêşkiya.,1,
Xebera,1,
restı,1,
xavran|Xavra\w*\f,1,
4:15,1,
Xavra:,1,
denê;,1,
"pil,",1,
4:16,1,
(Roca,1,
Seme),1,
"nêgurino,",1,
arêşinê,1,
"xavra,",1,
Vest,1,
bıwanero.,1,
Kıtab,1,
"teyê,",1,
di:,1,
“Roê,1,
Mijdani,1,
"pêgırotayiyo,",1,
verdino,1,
"koro,",1,
bıderi:,1,
Serra,1,
ame.”,1,
"xavray,",1,
heyranê,1,
‘Ey,1,
"doxtor,",1,
bızanerê:,1,
serr,1,
nêm,1,
sıliye,1,
nêvara.,1,
ciniyê,1,
nêrusnay,1,
Sarefat,1,
Elişa,1,
Naaman,1,
xuli.,1,
Vesti,1,
Tepıko,1,
jil,1,
cêr.,1,
Xavra\w*,1,
xırabın|Cıni,1,
Nasırayıc!,1,
Amay,1,
kamay.,1,
Heqiay!”,1,
"“Hiş,",1,
veci!”,1,
fit,1,
"herd,",1,
qeseyê?,1,
"cınan,",1,
vecinê!”,1,
kerdena,1,
Simuni.,1,
Vıstewria,1,
berjinê,1,
adıri.,1,
ustı,1,
Mesiho|Mesih\w*.,1,
rusnayenı.”,1,
sıfteyınan,1,
Celile\f,1,
5:1,1,
Celile:,1,
“Gola,1,
"Ginesar”,",1,
Celila.\f*,1,
qayığanê,1,
"Simuni,",1,
Qeşikerdena,1,
“Bıramı,1,
"xori,",1,
torranê,1,
pêgerê.”,1,
lel,1,
"guriyayım,",1,
nêgırot.,1,
ezo,1,
torran,1,
berceri,1,
awkı.”,1,
dest'a,1,
pheşti,1,
wasti.,1,
awkı.,1,
8-9,1,
fındı!”,1,
Simuni'a,1,
"guriyenê,",1,
qayığê,1,
"verday,",1,
cuzamıni,1,
şikinay,1,
bêrê.”,1,
mekı.,1,
bıvênı;,1,
berı,1,
biyay,1,
isızan,1,
Ferisiyan|Ferisi\w*\f,1,
5:17,1,
Ferisi:,1,
meseb,1,
ronişti,1,
nêwesan.,1,
dı-hirê,1,
cay,1,
"bani,",1,
cıl'a,1,
"“Bıra,",1,
kerdenê:,1,
Çıton,1,
Heqi?,1,
kero?”,1,
xo?,1,
Kamcinı,1,
reta?,1,
Mordem,1,
‘Gunê,1,
"bi’,",1,
‘Urcı,1,
bıfeteli’?,1,
Mordemi\w*\f,1,
5:24,1,
Mordemi:,1,
Daniel,1,
"bigi,",1,
ecayibi,1,
diyê.”,1,
ziyafeto,1,
gunakaran'a,1,
sımınê?”,1,
31-32,1,
niaman.,1,
"gunakarê,",1,
wesan,1,
doxtor,1,
“Hem,1,
sımınê.”,1,
“Meymanê,1,
bigêrê?,1,
zamay,1,
phersban,1,
nêsano,1,
lanı,1,
phersbano,1,
emisê,1,
"peqnena,",1,
xırabı.,1,
newiye.,1,
"nêwazeno,",1,
‘Awa,1,
"khana,",1,
wesa.’ ”,1,
hêganê,1,
"hurdi,",1,
werdenê.,1,
gurinê?,1,
xırabo!”,1,
Dawud\w*,1,
nêwanıt?,1,
bımbareko,1,
borê.”,1,
Şabatio,1,
"xavra\w*,",1,
"wertı,",1,
bıvênero.”,1,
rında?,1,
kistenı,1,
rında?”,1,
“Destê,1,
kı!”,1,
hêrsan,1,
xêğ.,1,
hawari\w*,1,
“Petrus”,1,
"Andreas,",1,
"Bartalmay,",1,
"Matta,",1,
"Tomas,",1,
Alfay,1,
"“Welat-Hezkerdoğ”,",1,
"Yahuda,",1,
duzi,1,
"feqiri,",1,
sımawa.,1,
"vêsanê,",1,
hunê.,1,
"bıhuyê,",1,
Xelata,1,
gırsa.,1,
Pêxemberan|Pêxember\w*,1,
teseliya,1,
"mırdê,",1,
vêsan,1,
"hunê,",1,
şiyan,1,
"goyneno,",1,
zürikeri,1,
goynenê.”,1,
kerd\f,1,
6:27,1,
kerd\ft,1,
:,1,
metnê,1,
Yunanki,1,
"çinê,",1,
nusnay,1,
meremo,1,
ayetê,1,
"nusnê,",1,
nusnay:,1,
"6:27,",1,
"6:37,",1,
"6:43,",1,
"15:8,",1,
"16:10,",1,
"16:19,",1,
21:20\f*:,1,
naleti,1,
"wanenê,",1,
açarnê.,1,
"gêno,",1,
mewazerê.,1,
"mepiyê,",1,
ramani,1,
bıberê.”,1,
“Heqa,1,
medero.,1,
Kesi,1,
mekero.,1,
Ef,1,
Bıderê,1,
Qaba,1,
"hengıtayiya,",1,
"pırra,",1,
"sona,",1,
varneno.,1,
"sari,",1,
korê,1,
bini?,1,
hurdmena,1,
nêgınê,1,
çalı,1,
Telebı,1,
telebıo,1,
mektebê,1,
dus,1,
mertego,1,
nêvênenay?,1,
Mertegê,1,
"nêvênenay,",1,
veceri.’,1,
dı-rüyınay!,1,
mertegê,1,
vecı,1,
vecerê.”,1,
nêdana;,1,
Dırrıkı,1,
"hêcirı,",1,
kerdenı!,1,
xırabiyayenı,1,
vecino.,1,
vırazenê,1,
Wayir’,1,
"mordem,",1,
"kıneno,",1,
temelê,1,
kemerı.,1,
Ban,1,
nêrıjino.,1,
bêtemel,1,
"rıjino,",1,
Serdar,1,
serdar,1,
Sarê,1,
vırastenı.”,1,
İsay:,1,
meqefelnı.,1,
beri,1,
Emır,1,
çıka,1,
zanan;,1,
"gênan,",1,
eskeri,1,
‘So’,1,
Eskerê,1,
‘Bê’,1,
‘Niy,1,
bıkı’,1,
itıqato,1,
gırso,1,
Nainı.,1,
dardenê,1,
"No,",1,
“Meberbı.”,1,
"meyiti,",1,
"“Lacek,",1,
muay.,1,
tersay,1,
“Yahyao,1,
iletan,1,
cuzamıni|Nêweşiya,1,
7:22,1,
vecinê.\f*,1,
kherri,1,
resena,1,
"perreno,",1,
Jüyo,1,
paki,1,
sarayanê,1,
berco!,1,
"bıdero,",1,
"qıco,",1,
"rasta,",1,
"itıqati,",1,
Yahyay'a,1,
inan;,1,
qewelı,1,
"cınıtı,",1,
nêkerd;,1,
"norna,",1,
nêberbay.’,1,
“Yahya,1,
nêsımıtı.,1,
Cındıkıno|Cıni,1,
Cındıki\w*.’,1,
"sımıt,",1,
çhılekê,1,
serxoşi,1,
binan.’,1,
hekmetı,1,
rasta.”,1,
"“Bê,",1,
borı.”,1,
qaba,1,
Ferisi.,1,
nistı,1,
berbê.,1,
Istırê,1,
"cinıkı,",1,
"hi,",1,
husk.,1,
Nıngê,1,
"bibiyenê,",1,
"cinıka,",1,
gunakara.”,1,
vaceri.”,1,
"“Vacı,",1,
malım.”,1,
7:41,1,
“Dinar”;,1,
sey,1,
hurdenan,1,
nêşkiyê,1,
dêndaran,1,
"kamci,",1,
"zêdıwo,",1,
vênenay?,1,
nêdê,1,
buşiri;\f,1,
"7:44,46",1,
"buşiyê,",1,
ıstıranê,1,
"nêkerdan,",1,
‘Xêr,1,
amay’;,1,
"senıkê,",1,
“Gunay,1,
Meymananê,1,
keno!”,1,
feteliya.,1,
cındıkan|Cıni,1,
Yohanna,1,
Xuzay,1,
Xuza,1,
Hukumdar,1,
Suzanna,1,
Çıqa,1,
bercero,1,
hêga.,1,
"hêga,",1,
phıjiqiyo\f,1,
8:5,1,
ki:,1,
phışkiyo\f*,1,
"phan,",1,
qut.,1,
rışiyo,1,
têsaniye,1,
çaliyan'a,1,
çali,1,
xendeqınê.,1,
Tayo,1,
gıno,1,
dano.”,1,
mın.”,1,
“Sırrê,1,
sırran,1,
Bıeşiyê,1,
mekerê.’,1,
“Mana,1,
nawa:,1,
Heqia.,1,
phıjiqiyê,1,
"mebêrê,",1,
mexeleşiyê,1,
nêsono,1,
xori.,1,
"tengiye,",1,
qısaweta,1,
zewqê,1,
xendeqinê,1,
genımê,1,
paka,1,
darenê,1,
sebr'a,1,
danê.”,1,
“Jüyê,1,
fitı,1,
nêmuneno,1,
"cılı,",1,
nêdareno,1,
berci,1,
wedardayi,1,
sırr,1,
“Mua,1,
iyê.”,1,
sêkın,1,
“Ravêrım,1,
bover.”,1,
"bover,",1,
fırtınıo,1,
tengiye.,1,
vezna,1,
xendeqinım!”,1,
“Fınderê!”,1,
Vay,1,
sêkın.,1,
"“Kuyo,",1,
sıma?”,1,
vêrdi,1,
"Gerasa,",1,
rut,1,
"nêmandenê,",1,
mığaran,1,
"qirra,",1,
"nıngan,",1,
mekı!”,1,
veci.”,1,
kutenê,1,
cıni.,1,
zinciran'a,1,
resenan'a,1,
zincirê,1,
vısnenê.,1,
fetelnenê.,1,
çıko?”,1,
Elayiyo\f,1,
8:30,1,
Elayi:,1,
"“Legyon”,",1,
vanê.\f*.”,1,
Hente,1,
çalanê,1,
herdi.”,1,
çerdenê.,1,
raverdı,1,
kuyım.”,1,
xozan.,1,
Xozi,1,
xendeqiyay.,1,
Şüanê,1,
"xozan,",1,
remay,1,
şi;,1,
xeberi,1,
xeleşiyo,1,
tersa.,1,
“So,1,
gêrena,1,
41-42,1,
Yair,1,
"Yairi,",1,
"doxtoran,",1,
fındetı.,1,
nêvat:,1,
kerdı.”,1,
qelebiyo,1,
ser.”,1,
anciyê.”,1,
"wedaro,",1,
lercayış'a,1,
vatı.,1,
xavray,1,
merdı!,1,
Malımi,1,
meqefelnı.”,1,
Yairi,1,
“Metersı!,1,
Yairi.,1,
“Meberbê.,1,
"nêmerda,",1,
kuta,1,
"merda,",1,
huyay.,1,
mevacerê.”,1,
"çü,",1,
"nan,",1,
zêdiye,1,
tozê,1,
rasanerê,1,
bıbo.”,1,
aşiyo.,1,
“Serê,1,
pırodayenı.,1,
xeberan,1,
eşinan,1,
Hawari\w*,1,
“Xêr,1,
amê!”,1,
Cema,1,
"sani,",1,
"yajiyo,",1,
mezranê,1,
dormi,1,
rakutenı,1,
“İnan,1,
bigimı?”,1,
camerdi,1,
ronistenı.”,1,
ronistenı.,1,
“Tayê,1,
"‘Yahyawo,",1,
amo’.,1,
"İlyaso’,",1,
‘Pêxemberanê,1,
verênanê,1,
amo.’ ”,1,
banceri.,1,
dest?,1,
bımbarekan,1,
ênan.,1,
nêmırenê.”,1,
Hawari,1,
vuriya,1,
"sipi,",1,
bereqiyay.,1,
"Xafılde,",1,
"Ni,",1,
9:30,1,
İlyas:,1,
mühimê.,1,
ramıtê.,1,
bereqiyenê;,1,
sı,1,
bırrino,1,
vesti,1,
İlyasi'a,1,
"bişiyenê,",1,
derım.,1,
çardaxan,1,
bıvırazım:,1,
rê.”,1,
nêzanıtenê,1,
hewrê,1,
Şiya,1,
Hewri,1,
iy.”,1,
"bırriya,",1,
"nêvet,",1,
veceno,1,
Reyan,1,
niy.,1,
"lerceno,",1,
kef,1,
fek.,1,
Cın,1,
verdano.,1,
nêşkiyay.”,1,
bêiman,1,
sıma;,1,
"fınderi,",1,
deri?”,1,
nıta!”,1,
zıng,1,
sana,1,
pi.,1,
"mand,",1,
“Rınd,1,
dest.”,1,
"nêkerdi,",1,
tersenê,1,
“Kam,1,
"cêro,",1,
"vetenê,",1,
nêbi.,1,
“Raverderê,1,
"nêfındeno,",1,
Xeberdari,1,
nêwast\f,1,
9:53,1,
ravêro.\f*.,1,
"bıvarnım,",1,
kım?”,1,
"koti,",1,
lüyan,1,
halindê,1,
rono.”,1,
"“Fındı,",1,
fınderi.”,1,
“Merdan,1,
merdanê,1,
wedarê.,1,
bıdı.”,1,
xatır,1,
bıwazeri.”,1,
layıqê,1,
niyo.”,1,
“Hêgay,1,
"restê,",1,
bıçinerê,1,
senıkê.,1,
Hêgay,1,
Heqiê;,1,
êrğat,1,
bıçinerê.,1,
sêrê!,1,
verekan,1,
vergan.,1,
"perı,",1,
Ray,1,
mebêro.,1,
sılametı,1,
bıbo!’,1,
agêro,1,
"anê,",1,
bısımerê.,1,
"gurino,",1,
emegê,1,
meserê.,1,
Nêwesanê,1,
‘Hukumdariya,1,
sıma.’,1,
‘Tozê,1,
sanım,1,
nejdi.’,1,
Sodomi\f,1,
10:12,1,
Sodom:,1,
"varna,",1,
kerdo.\f*,1,
Xorazini!,1,
Beytsayda!,1,
Kırametê,1,
Sayda\f,1,
10:13,1,
Sayda:,1,
suki,1,
bıeşiyo,1,
pê.\f*,1,
cılık,1,
Sayday,1,
çetın.,1,
"Kefernahum,",1,
asmên?,1,
diyarê,1,
merdan!,1,
“Telebê,1,
nêkeno.”,1,
Hawtay,1,
amay.,1,
veciyenê.”,1,
maran,1,
thırbestıkan,1,
dısmen'a,1,
kerdê;,1,
nustenı.”,1,
Piyo,1,
"asmêni,",1,
çiy,1,
hekmetınan,1,
baqılan,1,
"zobina,",1,
Kes,1,
"kamo,",1,
zanê.”,1,
"mandi,",1,
vênenê!,1,
"wanıto,",1,
"pêro'a,",1,
qewet,1,
pêro'a,1,
resenay,1,
"meveciyo,",1,
perso,1,
dızdi,1,
"vecenê,",1,
"verdanê,",1,
rayib\w*,1,
Levi\f,1,
10:32,1,
Levi:,1,
aşirı,1,
Samirye\f,1,
10:33,1,
dana.,1,
Sono,1,
rısneno,1,
piseno.,1,
nisneno,1,
‘Rınd,1,
bı.,1,
to.’ ”,1,
"kamcini,",1,
ciraninı,1,
kerda?”,1,
"do,",1,
o.”,1,
dewı.,1,
tiyay,1,
"“Marta,",1,
"qısawetı,",1,
nêno,1,
rısqê,1,
Gunanê,1,
Meverdı,1,
vecim.’ ”,1,
“Vacım,1,
"‘Haval,",1,
nanan,1,
"nêvano,",1,
bıverdı!,1,
kilito.,1,
ravezeri,1,
deri.’,1,
havalina,1,
mevezo,1,
"medero,",1,
"Bıfeteliyê,",1,
"bıcınerê,",1,
gêno.,1,
bıfeteliyo,1,
"bıcıno,",1,
"pi,",1,
mar,1,
hak,1,
thırbestıkı,1,
xırabın'a,1,
rından,1,
"bıwazero,",1,
cı?”,1,
rawa,1,
"vet,",1,
“Seytano\f,1,
11:15,1,
ita,1,
“Balzevul”,1,
put,1,
bıkerê.\f*,1,
roanê,1,
"xırabınano,",1,
"iy'a,",1,
veceno.”,1,
zana.,1,
bıkero?,1,
‘İsa,1,
"vecenan,",1,
kami'a,1,
vecenê?,1,
Hesabê,1,
vecenan.,1,
resta,1,
çhek'a,1,
qori,1,
"şikiya,",1,
çhekê,1,
zırxê,1,
"guvano,",1,
verba,1,
mıno;,1,
“Cıno,1,
reti'a,1,
fetelino.,1,
‘Kêyo,1,
"veciyan,",1,
cınan'a,1,
verêni,1,
xırabın.”,1,
arday,1,
dina;,1,
sıtê,1,
to!”,1,
“Neslo,1,
nıkayın,1,
xırabıno.,1,
alameta,1,
Yunusi\f,1,
11:29,1,
Yunus:,1,
"Ninova,",1,
mesela'wa,1,
keno.\f*,1,
Hukumdara,1,
Veroci,1,
urcena,1,
hukumdarı,1,
hekmetanê,1,
Sılemani.,1,
Ninovay,1,
esto.”,1,
“Kes,1,
"nêvesneno,",1,
"dıjdi,",1,
qabı.,1,
Çıla,1,
dardı,1,
Çım,1,
cania.,1,
roşti'a,1,
pırr;,1,
mebêro,1,
"dana,",1,
Ferisi|Ferisi\w*,1,
nênisti,1,
adetê,1,
nêşüti,1,
“Dest,1,
şütena,1,
tasıkı,1,
fincanı,1,
"şünê,",1,
xırabi'a,1,
Sımayê,1,
"bêaqıli,",1,
"vırasto,",1,
nêvırasto?,1,
"feqiran,",1,
jüy\f,1,
11:42,1,
Desini,1,
jü:,1,
Mabeda,1,
punı,1,
vasanê,1,
niyanê,1,
meydan,1,
hurmet'a,1,
xosê,1,
rê!,1,
beli,1,
mezelê.”,1,
heqeret,1,
baranê,1,
barê,1,
baran,1,
nêlewnenê.,1,
mezelanê,1,
"vırazenê,",1,
"kistê,",1,
mezelan,1,
vırazenê.,1,
50-51,1,
Habili\f,1,
11:50-51,1,
Ademi.,1,
hesab,1,
vesnayenı,1,
hesabê,1,
"Heya,",1,
mesul,1,
Kilito,1,
irfani,1,
kuyo,1,
zerrı.”,1,
Verba,1,
fınderê,1,
teyo.,1,
nêbo,1,
“Mirazê,1,
munıtayiyo,1,
wedardayiyo,1,
kêberanê,1,
cadayiyan,1,
"qeşikerdenı,",1,
vatenı.”,1,
“Havalê,1,
bıtersê.,1,
cenemı.,1,
"bıtersê,",1,
milçıki,1,
qurusan'a,1,
rotenı?,1,
muyê,1,
"Metersê,",1,
milçıkan,1,
melekanê,1,
“Beno,1,
hukumdaran,1,
hakiman,1,
cı?’,1,
vacım?’,1,
variyetınê,1,
bêaqıli,1,
mêraso,1,
"bıra,",1,
kerdan,1,
keri?”,1,
pêgerê;,1,
"cıyê,",1,
‘Ca,1,
bıkeri?’,1,
‘Nia,1,
Ambaranê,1,
"rıznenan,",1,
vırazenan.,1,
Genım,1,
çi-miyê,1,
ambaranê,1,
newiyan,1,
darenan,1,
serran'a,1,
beso.,1,
"Borı,",1,
"bısımı,",1,
"bıfeteli,",1,
bêaqıl!,1,
benay.,1,
mano?’,1,
Qısawetı,1,
rao,1,
wenım?’,1,
"pıra?’,",1,
Can,1,
kıncı,1,
hewlo.,1,
Qılancıkan,1,
kerê!,1,
"ramınê,",1,
"çinenê,",1,
merekê,1,
ambarê,1,
omrê,1,
“Sêr,1,
sosıni,1,
restıkı,1,
resenê.,1,
vilıkı,1,
gero.,1,
sımayê,1,
kêmiyo!,1,
vaso,1,
sodıra,1,
ercino,1,
locını.,1,
vas,1,
"xemelno,",1,
"wenım,",1,
"sımınım?’,",1,
kınc,1,
werd,1,
bela,1,
qıckekı!,1,
"bıroserê,",1,
khan,1,
"ğezna,",1,
loliki,1,
Ğezna,1,
çılê,1,
bıvêserê!,1,
wayirê|Wayir\w*,1,
"cıneno,",1,
nêkutê,1,
"ronistenı,",1,
nêmı,1,
tenêna,1,
bızanero,1,
nêverdano,1,
bıtıro.,1,
"nêpinê,",1,
vanay?”,1,
werdê,1,
xızmetkari!,1,
idarê,1,
‘Wayirê,1,
"êno’,",1,
serxos.,1,
"nêpino,",1,
saata,1,
xızmetkari.,1,
Niy,1,
bêimanan'a,1,
niano,1,
"Ma,",1,
Guna,1,
"dayenı,",1,
amanat,1,
wastenı.,1,
bıçarni,1,
kılı.,1,
Keşkanê,1,
bıvêsenê.,1,
dec,1,
ravêri\f,1,
12:50,1,
bıbi.”,1,
Nejdiyan,1,
çarmıx;,1,
"vano.\f*,",1,
"ravêri,",1,
baro,1,
abırrni.,1,
mulxıtê,1,
"mordemê,",1,
bırrinê,1,
laci,1,
lac,1,
fındena.”,1,
Waxtan,1,
hewr,1,
‘Sıliye,1,
"êna’,",1,
veroci,1,
‘Zaf,1,
"germ’,",1,
Sımawo,1,
manan,1,
vecenê.,1,
rasto?,1,
mekemi,1,
werı.,1,
"werı,",1,
"mekemı,",1,
vecenê,1,
hakimi,1,
Hakim,1,
"xızmetkari,",1,
"mederê,",1,
veciyê.”,1,
Celileyıcan,1,
bırrnay,1,
Gonia,1,
têwertı.,1,
Celileyıcanê,1,
gunakarê.,1,
dêmdiyay,1,
bino,1,
sonê.”,1,
nêdana,1,
“Baxçê,1,
"feteliyo,",1,
"fetelinan,",1,
nêvênenan.,1,
bıbırrnı!,1,
gêna,1,
ver?’,1,
emseri,1,
"bıkıni,",1,
zıbıl,1,
serrena,1,
rınd;,1,
"nêda,",1,
bıbırrnı.’ ”,1,
biye;,1,
"bul,",1,
"rast,",1,
"hêrs,",1,
“Saba,1,
mêrê.”,1,
“Sımayê,1,
axurı,1,
nêvecenê,1,
nêdanê?,1,
"rawa,",1,
dera.,1,
esta?”,1,
"pêroyini,",1,
xerdeliyo,1,
darı.,1,
Çuçıki,1,
leyanê,1,
halindı,1,
vırazenê.”,1,
"nania,",1,
viçkekê,1,
"gêna,",1,
viçgekê,1,
miraz,1,
leganı,1,
tırs.”,1,
Kêbero,1,
teng,1,
"Yeruşalim\w*,",1,
"fındetenê,",1,
senıkê?”,1,
“Kêberê,1,
tengo.,1,
Çık,1,
tengi,1,
ravêrê.,1,
ca.,1,
akı!’,1,
kamê?,1,
Koti,1,
nêzanan.’,1,
sımıt.,1,
nêzanan,1,
xırabiyenı,1,
fınderê!’,1,
"“İbrahim,",1,
"Yaqub,\f",1,
pêxemberi|Pêxember\w*,1,
ercinê,1,
berbenê,1,
benê\f,1,
benê:,1,
“Dıdananê,1,
qırçqırçnenê”.,1,
biyayena.\f*.,1,
ênê:,1,
zımı,1,
veroc,1,
"peyınê,",1,
sıfteyın;,1,
"sıfteyınê,",1,
peyın.”,1,
bini.,1,
bıkisero.”,1,
lüye,1,
‘Eyro,1,
"sodıra,",1,
qedenenan.’,1,
"eyro,",1,
sêri;,1,
nêbeno!,1,
"“Yeruşalim,",1,
Yeruşalim!,1,
Tiyay,1,
"kisenay,",1,
ver!,1,
kergı,1,
perranê,1,
‘Owo,1,
bo!’,1,
nêvênenê.”,1,
14:1,1,
Şabati:,1,
“Qeyda,1,
nêbena?”,1,
nêvet.,1,
kê.,1,
warogıno,1,
"quyi,",1,
nêvecenê?”,1,
cüabê,1,
meso,1,
menisı,1,
ravero.,1,
"roniserê,",1,
‘Hurindia,1,
mêrıki.’,1,
serm'a,1,
vezenay,1,
peyniye.,1,
şiyay,1,
ronisı.,1,
peroci,1,
sani,1,
toyê,1,
variyetınê.,1,
ziyafet,1,
korê.,1,
iy!”,1,
ziyafetê,1,
dawet,1,
hazıro.’,1,
"“Feqet,",1,
manı,1,
dawet.,1,
hêgao,1,
cıti,1,
gay,1,
senênê.,1,
"zeweciyan,",1,
bêri.’,1,
hal-mesel,1,
niawo.’,1,
‘So,1,
veci,1,
sukı;,1,
"korê,",1,
biya!’,1,
esto.’,1,
çeperan,1,
kı;,1,
bêro.’,1,
tham,1,
çetına,1,
cinık,1,
"nêno,",1,
qule,1,
"bıvırazo,",1,
hesab-kıtabê,1,
Temel,1,
"est,",1,
‘Mêrıki,1,
inşati,1,
bıqedıno.’,1,
cengi,1,
nêkut,1,
"ceng,",1,
"‘Eceb,",1,
vist,1,
bıkerê?’,1,
haştiye,1,
niawo.,1,
kamcini,1,
"meverdo,",1,
"“Solı,",1,
"rında,",1,
welı,1,
xêrê,1,
hêgay,1,
"zıbıl,",1,
ercina,1,
mın!”,1,
Miya,1,
Taşildari|Taşildar\w*,1,
weno!”,1,
miyê,1,
miyan,1,
"nêverdano,",1,
nêsono?,1,
‘Bı,1,
diye!’,1,
hinio.,1,
kêfo,1,
"niya,",1,
nêbeno.”,1,
simıni,1,
"vana,",1,
di!’,1,
melekê|Melek\w*,1,
qıco,1,
mın.’,1,
“Hirê-çar,1,
"qedıno,",1,
veciya;,1,
pırtıkê,1,
motac.,1,
rajiyo;,1,
laceki.,1,
“En,1,
‘İyê,1,
esto;,1,
mırenan!,1,
"ravezeri,",1,
niyan,1,
“Urceno,1,
Lacek,1,
"duriyo,",1,
"vêsena,",1,
vazeno,1,
mıno.’,1,
‘Rew,1,
Henguluskı,1,
bêçıkı,1,
Gukê,1,
bıkım!,1,
diyayenı!’,1,
kelabut,1,
kêfi,1,
vengo?’,1,
‘Bıraê,1,
war,1,
bırrna.’,1,
kêyi.,1,
gurinan.,1,
"nêvecinan,",1,
bızêk,1,
ciniyanê,1,
bırrno!’,1,
“Pi,1,
"deray,",1,
towo.,1,
"bıkım,",1,
bıbım.,1,
ama;,1,
diyayenı.’ ”,1,
bego,1,
Hesab,1,
niyay.’,1,
kenan?,1,
payê,1,
bıguri.,1,
akerdenı,1,
havalan,1,
bıvêneri;,1,
"estan,",1,
kêyanê,1,
"dêndaro,",1,
‘Begê,1,
esto?’,1,
zeytıni.’,1,
xeta,1,
dêni,1,
dêndarê,1,
çıqawo?’,1,
genımo.’,1,
"xetı,",1,
beg,1,
xilebazi,1,
goyneno.,1,
rastê\f,1,
16:8,1,
rastê:,1,
“Domanê,1,
"Roşti”\f*,",1,
baqılê.,1,
"nêrıjinê,",1,
nêbena,1,
"xilebazo,",1,
wayirinı,1,
wayiran|Wayir\w*,1,
nêkeno;,1,
Ferisiyê|Ferisi\w*,1,
"hewlo,",1,
sermo.,1,
“Qanunê,1,
pêxemberan\f,1,
16:16,1,
pêxemberan:,1,
"kenê.\f*,",1,
dayenı;,1,
qeyret,1,
herfı,1,
bin'a,1,
mêrdê,1,
suranê,1,
bolixiyê,1,
khulan,1,
vêrdê,1,
Pino,1,
kutıki,1,
khulanê,1,
bales,1,
Meleki|Melek\w*,1,
İbrahimi.,1,
Diyarê,1,
Duri,1,
ramı!,1,
"no,",1,
adırı,1,
can-roê,1,
ancino.’,1,
retiyê,1,
dero;,1,
deray.,1,
çala,1,
nıta.’,1,
Sêro,1,
mekuyê,1,
deci.’,1,
‘İnan,1,
"qesan,",1,
beso.’,1,
“Mêrıko,1,
"‘Nê,",1,
merdı,1,
nêkenê.’ ”,1,
"Guna,",1,
"itıqat,",1,
efkerdiş,1,
sebebê,1,
"nanênan,",1,
arêy,1,
vılê,1,
"gırêdayenı,",1,
bercio,1,
"dengız,",1,
Hadar,1,
bêrê;,1,
‘Tobı,1,
"kenan’,",1,
Hawariyan|hawari\w*,1,
bızêdını.”,1,
tüye,1,
‘Kokê,1,
"vecı,",1,
"ronı’,",1,
ramıno,1,
şüaneyenı,1,
‘Bê,1,
ronisı’?,1,
‘Nanê,1,
peşmala,1,
"wenan,",1,
"sımınan,",1,
"borı,",1,
bısımı.’,1,
bo’?,1,
bêqimetım.,1,
kerd.’ ”,1,
Des,1,
Yeruşalim|Yeruşalim\w*,1,
Cao,1,
17:12,1,
cuzamı:,1,
ravê,1,
nêgırotenê,1,
"fındetê,",1,
"“İsa,",1,
keno|Şukır,1,
nêbi?,1,
ğeribi,1,
"niama,",1,
bıkero?”,1,
so;,1,
êna?,1,
êna?”,1,
çıman'a,1,
vênıtenı.,1,
"nêvanê,",1,
‘Uca,1,
"dero’,",1,
dero!’,1,
mevazerê.,1,
Amayena,1,
bulusk,1,
"roşti,",1,
Nuhi.,1,
