word,count,file
"'Sk',",1,
"'Pc',",1,
"'So',",1,
"'Pi',",1,
"'Cf',",1,
"'No',",1,
"'L',",1,
"'Pf',",1,
"'Lm',",1,
"'Mc',",1,
"'Lo',",1,
"'Zl',",1,
"'Zp',",1,
"'Nl',",1,
"'Mn',",1,
"'Me'],",1,
"""idx"":",1,
[,1,
"(0x0,",1,
"0x1f,",1,
"(0x20,",1,
"0x20,",1,
"(0x21,",1,
"0x23,",1,
"(0x24,",1,
"0x24,",1,
"(0x25,",1,
"0x27,",1,
"(0x28,",1,
"0x28,",1,
"(0x29,",1,
"0x29,",1,
"(0x2a,",1,
"0x2a,",1,
"(0x2b,",1,
"0x2b,",1,
"(0x2c,",1,
"0x2c,",1,
"(0x2d,",1,
"0x2d,",1,
"(0x2e,",1,
"0x2f,",1,
"(0x30,",1,
"0x39,",1,
"(0x3a,",1,
"0x3b,",1,
"(0x3c,",1,
"0x3e,",1,
"(0x3f,",1,
"0x40,",1,
"(0x41,",1,
"0x5a,",1,
"(0x5b,",1,
"0x5b,",1,
"(0x5c,",1,
"0x5c,",1,
"(0x5d,",1,
"0x5d,",1,
"(0x5e,",1,
"0x5e,",1,
"(0x5f,",1,
"0x5f,",1,
"(0x60,",1,
"0x60,",1,
"(0x61,",1,
"0x7a,",1,
"(0x7b,",1,
"0x7b,",1,
"(0x7c,",1,
"0x7c,",1,
"(0x7d,",1,
"0x7d,",1,
"(0x7e,",1,
"0x7e,",1,
"(0x7f,",1,
"0x9f,",1,
"(0xa0,",1,
"0xa0,",1,
"(0xa1,",1,
"0xa1,",1,
"(0xa2,",1,
"0xa5,",1,
"(0xa6,",1,
"0xa6,",1,
"(0xa7,",1,
"0xa7,",1,
"(0xa8,",1,
"0xa8,",1,
"(0xa9,",1,
"0xa9,",1,
"(0xaa,",1,
"0xaa,",1,
"(0xab,",1,
"0xab,",1,
"(0xac,",1,
"0xac,",1,
"(0xad,",1,
"0xad,",1,
"(0xae,",1,
"0xae,",1,
"(0xaf,",1,
"0xaf,",1,
"(0xb0,",1,
"0xb0,",1,
"(0xb1,",1,
"0xb1,",1,
"(0xb2,",1,
"0xb3,",1,
"(0xb4,",1,
"0xb4,",1,
"(0xb5,",1,
"0xb5,",1,
"(0xb6,",1,
"0xb7,",1,
"(0xb8,",1,
"0xb8,",1,
"(0xb9,",1,
"0xb9,",1,
"(0xba,",1,
"0xba,",1,
"(0xbb,",1,
"0xbb,",1,
"(0xbc,",1,
"0xbe,",1,
"(0xbf,",1,
"0xbf,",1,
"(0xc0,",1,
"0xd6,",1,
"(0xd7,",1,
"0xd7,",1,
"(0xd8,",1,
"0xf6,",1,
"(0xf7,",1,
"0xf7,",1,
"(0xf8,",1,
"0x1ba,",1,
"(0x1bb,",1,
"0x1bb,",1,
"(0x1bc,",1,
"0x1bf,",1,
"(0x1c0,",1,
"0x1c3,",1,
"(0x1c4,",1,
"0x293,",1,
"(0x294,",1,
"0x294,",1,
"(0x295,",1,
"0x2af,",1,
"(0x2b0,",1,
"0x2b8,",1,
"(0x2b9,",1,
"0x2c1,",1,
"(0x2c2,",1,
"0x2c5,",1,
"(0x2c6,",1,
"0x2d1,",1,
"(0x2d2,",1,
"0x2df,",1,
"(0x2e0,",1,
"0x2e4,",1,
"(0x2e5,",1,
"0x2e9,",1,
"(0x2ea,",1,
"0x2eb,",1,
"(0x2ec,",1,
"0x2ec,",1,
"(0x2ed,",1,
"0x2ed,",1,
"(0x2ee,",1,
"0x2ee,",1,
"(0x2ef,",1,
"0x2ff,",1,
"(0x300,",1,
"0x36f,",1,
"(0x370,",1,
"0x373,",1,
"(0x374,",1,
"0x374,",1,
"(0x375,",1,
"0x375,",1,
"(0x376,",1,
"0x377,",1,
"(0x37a,",1,
"0x37a,",1,
"(0x37b,",1,
"0x37d,",1,
"(0x37e,",1,
"0x37e,",1,
"(0x384,",1,
"0x384,",1,
"(0x385,",1,
"0x385,",1,
"(0x386,",1,
"0x386,",1,
"(0x387,",1,
"0x387,",1,
"(0x388,",1,
"0x38a,",1,
"(0x38c,",1,
"0x38c,",1,
"(0x38e,",1,
"0x3a1,",1,
"(0x3a3,",1,
"0x3e1,",1,
"(0x3e2,",1,
"0x3ef,",1,
"(0x3f0,",1,
"0x3f5,",1,
"(0x3f6,",1,
"0x3f6,",1,
"(0x3f7,",1,
"0x3ff,",1,
"(0x400,",1,
"0x481,",1,
"(0x482,",1,
"0x482,",1,
"(0x483,",1,
"0x484,",1,
"(0x485,",1,
"0x486,",1,
"(0x487,",1,
"0x487,",1,
"(0x488,",1,
"0x489,",1,
"(0x48a,",1,
"0x527,",1,
"(0x531,",1,
"0x556,",1,
"(0x559,",1,
"0x559,",1,
"(0x55a,",1,
"0x55f,",1,
"(0x561,",1,
"0x587,",1,
"(0x589,",1,
"0x589,",1,
"(0x58a,",1,
"0x58a,",1,
"(0x58f,",1,
"0x58f,",1,
"(0x591,",1,
"0x5bd,",1,
"(0x5be,",1,
"0x5be,",1,
"(0x5bf,",1,
"0x5bf,",1,
"(0x5c0,",1,
"0x5c0,",1,
"(0x5c1,",1,
"0x5c2,",1,
"(0x5c3,",1,
"0x5c3,",1,
"(0x5c4,",1,
"0x5c5,",1,
"(0x5c6,",1,
"0x5c6,",1,
"(0x5c7,",1,
"0x5c7,",1,
"(0x5d0,",1,
"0x5ea,",1,
"(0x5f0,",1,
"0x5f2,",1,
"(0x5f3,",1,
"0x5f4,",1,
"(0x600,",1,
"0x604,",1,
"(0x606,",1,
"0x608,",1,
"(0x609,",1,
"0x60a,",1,
"(0x60b,",1,
"0x60b,",1,
"(0x60c,",1,
"0x60c,",1,
"(0x60d,",1,
"0x60d,",1,
"(0x60e,",1,
"0x60f,",1,
"(0x610,",1,
"0x61a,",1,
"(0x61b,",1,
"0x61b,",1,
"(0x61e,",1,
"0x61e,",1,
"(0x61f,",1,
"0x61f,",1,
"(0x620,",1,
"0x63f,",1,
"(0x640,",1,
"0x640,",1,
"(0x641,",1,
"0x64a,",1,
"(0x64b,",1,
"0x655,",1,
"(0x656,",1,
"0x65e,",1,
"(0x65f,",1,
"0x65f,",1,
"(0x660,",1,
"0x669,",1,
"(0x66a,",1,
"0x66d,",1,
"(0x66e,",1,
"0x66f,",1,
"(0x670,",1,
"0x670,",1,
"(0x671,",1,
"0x6d3,",1,
"(0x6d4,",1,
"0x6d4,",1,
"(0x6d5,",1,
"0x6d5,",1,
"(0x6d6,",1,
"0x6dc,",1,
"(0x6dd,",1,
"0x6dd,",1,
"(0x6de,",1,
"0x6de,",1,
"(0x6df,",1,
"0x6e4,",1,
"(0x6e5,",1,
"0x6e6,",1,
"(0x6e7,",1,
"0x6e8,",1,
"(0x6e9,",1,
"0x6e9,",1,
"(0x6ea,",1,
"0x6ed,",1,
"(0x6ee,",1,
"0x6ef,",1,
"(0x6f0,",1,
"0x6f9,",1,
"(0x6fa,",1,
"0x6fc,",1,
"(0x6fd,",1,
"0x6fe,",1,
"(0x6ff,",1,
"0x6ff,",1,
"(0x700,",1,
"0x70d,",1,
"(0x70f,",1,
"0x70f,",1,
"(0x710,",1,
"0x710,",1,
"(0x711,",1,
"0x711,",1,
"(0x712,",1,
"0x72f,",1,
"(0x730,",1,
"0x74a,",1,
"(0x74d,",1,
"0x74f,",1,
"(0x750,",1,
"0x77f,",1,
"(0x780,",1,
"0x7a5,",1,
"(0x7a6,",1,
"0x7b0,",1,
"(0x7b1,",1,
"0x7b1,",1,
"(0x7c0,",1,
"0x7c9,",1,
"(0x7ca,",1,
"0x7ea,",1,
"(0x7eb,",1,
"0x7f3,",1,
"(0x7f4,",1,
"0x7f5,",1,
"(0x7f6,",1,
"0x7f6,",1,
"(0x7f7,",1,
"0x7f9,",1,
"(0x7fa,",1,
"0x7fa,",1,
"(0x800,",1,
"0x815,",1,
"(0x816,",1,
"0x819,",1,
"(0x81a,",1,
"0x81a,",1,
"(0x81b,",1,
"0x823,",1,
"(0x824,",1,
"0x824,",1,
"(0x825,",1,
"0x827,",1,
"(0x828,",1,
"0x828,",1,
"(0x829,",1,
"0x82d,",1,
"(0x830,",1,
"0x83e,",1,
"(0x840,",1,
"0x858,",1,
"(0x859,",1,
"0x85b,",1,
"(0x85e,",1,
"0x85e,",1,
"(0x8a0,",1,
"0x8a0,",1,
"(0x8a2,",1,
"0x8ac,",1,
"(0x8e4,",1,
"0x8fe,",1,
"(0x900,",1,
"0x902,",1,
"(0x903,",1,
"0x903,",1,
"(0x904,",1,
"0x939,",1,
"(0x93a,",1,
"0x93a,",1,
"(0x93b,",1,
"0x93b,",1,
"(0x93c,",1,
"0x93c,",1,
"(0x93d,",1,
"0x93d,",1,
"(0x93e,",1,
"0x940,",1,
"(0x941,",1,
"0x948,",1,
"(0x949,",1,
"0x94c,",1,
"(0x94d,",1,
"0x94d,",1,
"(0x94e,",1,
"0x94f,",1,
"(0x950,",1,
"0x950,",1,
"(0x951,",1,
"0x952,",1,
"(0x953,",1,
"0x957,",1,
"(0x958,",1,
"0x961,",1,
"(0x962,",1,
"0x963,",1,
"(0x964,",1,
"0x965,",1,
"(0x966,",1,
"0x96f,",1,
"(0x970,",1,
"0x970,",1,
"(0x971,",1,
"0x971,",1,
"(0x972,",1,
"0x977,",1,
"(0x979,",1,
"0x97f,",1,
"(0x981,",1,
"0x981,",1,
"(0x982,",1,
"0x983,",1,
"(0x985,",1,
"0x98c,",1,
"(0x98f,",1,
"0x990,",1,
"(0x993,",1,
"0x9a8,",1,
"(0x9aa,",1,
"0x9b0,",1,
"(0x9b2,",1,
"0x9b2,",1,
"(0x9b6,",1,
"0x9b9,",1,
"(0x9bc,",1,
"0x9bc,",1,
"(0x9bd,",1,
"0x9bd,",1,
"(0x9be,",1,
"0x9c0,",1,
"(0x9c1,",1,
"0x9c4,",1,
"(0x9c7,",1,
"0x9c8,",1,
"(0x9cb,",1,
"0x9cc,",1,
"(0x9cd,",1,
"0x9cd,",1,
"(0x9ce,",1,
"0x9ce,",1,
"(0x9d7,",1,
"0x9d7,",1,
"(0x9dc,",1,
"0x9dd,",1,
"(0x9df,",1,
"0x9e1,",1,
"(0x9e2,",1,
"0x9e3,",1,
"(0x9e6,",1,
"0x9ef,",1,
"(0x9f0,",1,
"0x9f1,",1,
"(0x9f2,",1,
"0x9f3,",1,
"(0x9f4,",1,
"0x9f9,",1,
"(0x9fa,",1,
"0x9fa,",1,
"(0x9fb,",1,
"0x9fb,",1,
"(0xa01,",1,
"0xa02,",1,
"(0xa03,",1,
"0xa03,",1,
"(0xa05,",1,
"0xa0a,",1,
"(0xa0f,",1,
"0xa10,",1,
"(0xa13,",1,
"0xa28,",1,
"(0xa2a,",1,
"0xa30,",1,
"(0xa32,",1,
"0xa33,",1,
"(0xa35,",1,
"0xa36,",1,
"(0xa38,",1,
"0xa39,",1,
"(0xa3c,",1,
"0xa3c,",1,
"(0xa3e,",1,
"0xa40,",1,
"(0xa41,",1,
"0xa42,",1,
"(0xa47,",1,
"0xa48,",1,
"(0xa4b,",1,
"0xa4d,",1,
"(0xa51,",1,
"0xa51,",1,
"(0xa59,",1,
"0xa5c,",1,
"(0xa5e,",1,
"0xa5e,",1,
"(0xa66,",1,
"0xa6f,",1,
"(0xa70,",1,
"0xa71,",1,
"(0xa72,",1,
"0xa74,",1,
"(0xa75,",1,
"0xa75,",1,
"(0xa81,",1,
"0xa82,",1,
"(0xa83,",1,
"0xa83,",1,
"(0xa85,",1,
"0xa8d,",1,
"(0xa8f,",1,
"0xa91,",1,
"(0xa93,",1,
"0xaa8,",1,
"(0xaaa,",1,
"0xab0,",1,
"(0xab2,",1,
"0xab3,",1,
"(0xab5,",1,
"0xab9,",1,
"(0xabc,",1,
"0xabc,",1,
"(0xabd,",1,
"0xabd,",1,
"(0xabe,",1,
"0xac0,",1,
"(0xac1,",1,
"0xac5,",1,
"(0xac7,",1,
"0xac8,",1,
"(0xac9,",1,
"0xac9,",1,
"(0xacb,",1,
"0xacc,",1,
"(0xacd,",1,
"0xacd,",1,
"(0xad0,",1,
"0xad0,",1,
"(0xae0,",1,
"0xae1,",1,
"(0xae2,",1,
"0xae3,",1,
"(0xae6,",1,
"0xaef,",1,
"(0xaf0,",1,
"0xaf0,",1,
"(0xaf1,",1,
"0xaf1,",1,
"(0xb01,",1,
"0xb01,",1,
"(0xb02,",1,
"0xb03,",1,
"(0xb05,",1,
"0xb0c,",1,
"(0xb0f,",1,
"0xb10,",1,
"(0xb13,",1,
"0xb28,",1,
"(0xb2a,",1,
"0xb30,",1,
"(0xb32,",1,
"0xb33,",1,
"(0xb35,",1,
"0xb39,",1,
"(0xb3c,",1,
"0xb3c,",1,
"(0xb3d,",1,
"0xb3d,",1,
"(0xb3e,",1,
"0xb3e,",1,
"(0xb3f,",1,
"0xb3f,",1,
"(0xb40,",1,
"0xb40,",1,
"(0xb41,",1,
"0xb44,",1,
"(0xb47,",1,
"0xb48,",1,
"(0xb4b,",1,
"0xb4c,",1,
"(0xb4d,",1,
"0xb4d,",1,
"(0xb56,",1,
"0xb56,",1,
"(0xb57,",1,
"0xb57,",1,
"(0xb5c,",1,
"0xb5d,",1,
"(0xb5f,",1,
"0xb61,",1,
"(0xb62,",1,
"0xb63,",1,
"(0xb66,",1,
"0xb6f,",1,
"(0xb70,",1,
"0xb70,",1,
"(0xb71,",1,
"0xb71,",1,
"(0xb72,",1,
"0xb77,",1,
"(0xb82,",1,
"0xb82,",1,
"(0xb83,",1,
"0xb83,",1,
"(0xb85,",1,
"0xb8a,",1,
"(0xb8e,",1,
"0xb90,",1,
"(0xb92,",1,
"0xb95,",1,
"(0xb99,",1,
"0xb9a,",1,
"(0xb9c,",1,
"0xb9c,",1,
"(0xb9e,",1,
"0xb9f,",1,
"(0xba3,",1,
"0xba4,",1,
"(0xba8,",1,
"0xbaa,",1,
"(0xbae,",1,
"0xbb9,",1,
"(0xbbe,",1,
"0xbbf,",1,
"(0xbc0,",1,
"0xbc0,",1,
"(0xbc1,",1,
"0xbc2,",1,
"(0xbc6,",1,
"0xbc8,",1,
"(0xbca,",1,
"0xbcc,",1,
"(0xbcd,",1,
"0xbcd,",1,
"(0xbd0,",1,
"0xbd0,",1,
"(0xbd7,",1,
"0xbd7,",1,
"(0xbe6,",1,
"0xbef,",1,
"(0xbf0,",1,
"0xbf2,",1,
"(0xbf3,",1,
"0xbf8,",1,
"(0xbf9,",1,
"0xbf9,",1,
"(0xbfa,",1,
"0xbfa,",1,
"(0xc01,",1,
"0xc03,",1,
"(0xc05,",1,
"0xc0c,",1,
"(0xc0e,",1,
"0xc10,",1,
"(0xc12,",1,
"0xc28,",1,
"(0xc2a,",1,
"0xc33,",1,
"(0xc35,",1,
"0xc39,",1,
"(0xc3d,",1,
"0xc3d,",1,
"(0xc3e,",1,
"0xc40,",1,
"(0xc41,",1,
"0xc44,",1,
"(0xc46,",1,
"0xc48,",1,
"(0xc4a,",1,
"0xc4d,",1,
"(0xc55,",1,
"0xc56,",1,
"(0xc58,",1,
"0xc59,",1,
"(0xc60,",1,
"0xc61,",1,
"(0xc62,",1,
"0xc63,",1,
"(0xc66,",1,
"0xc6f,",1,
"(0xc78,",1,
"0xc7e,",1,
"(0xc7f,",1,
"0xc7f,",1,
"(0xc82,",1,
"0xc83,",1,
"(0xc85,",1,
"0xc8c,",1,
"(0xc8e,",1,
"0xc90,",1,
"(0xc92,",1,
"0xca8,",1,
"(0xcaa,",1,
"0xcb3,",1,
"(0xcb5,",1,
"0xcb9,",1,
"(0xcbc,",1,
"0xcbc,",1,
"(0xcbd,",1,
"0xcbd,",1,
"(0xcbe,",1,
"0xcbe,",1,
"(0xcbf,",1,
"0xcbf,",1,
"(0xcc0,",1,
"0xcc4,",1,
"(0xcc6,",1,
"0xcc6,",1,
"(0xcc7,",1,
"0xcc8,",1,
"(0xcca,",1,
"0xccb,",1,
"(0xccc,",1,
"0xccd,",1,
"(0xcd5,",1,
"0xcd6,",1,
"(0xcde,",1,
"0xcde,",1,
"(0xce0,",1,
"0xce1,",1,
"(0xce2,",1,
"0xce3,",1,
"(0xce6,",1,
"0xcef,",1,
"(0xcf1,",1,
"0xcf2,",1,
"(0xd02,",1,
"0xd03,",1,
"(0xd05,",1,
"0xd0c,",1,
"(0xd0e,",1,
"0xd10,",1,
"(0xd12,",1,
"0xd3a,",1,
"(0xd3d,",1,
"0xd3d,",1,
"(0xd3e,",1,
"0xd40,",1,
"(0xd41,",1,
"0xd44,",1,
"(0xd46,",1,
"0xd48,",1,
"(0xd4a,",1,
"0xd4c,",1,
"(0xd4d,",1,
"0xd4d,",1,
"(0xd4e,",1,
"0xd4e,",1,
"(0xd57,",1,
"0xd57,",1,
"(0xd60,",1,
"0xd61,",1,
"(0xd62,",1,
"0xd63,",1,
"(0xd66,",1,
"0xd6f,",1,
"(0xd70,",1,
"0xd75,",1,
"(0xd79,",1,
"0xd79,",1,
"(0xd7a,",1,
"0xd7f,",1,
"(0xd82,",1,
"0xd83,",1,
"(0xd85,",1,
"0xd96,",1,
"(0xd9a,",1,
"0xdb1,",1,
"(0xdb3,",1,
"0xdbb,",1,
"(0xdbd,",1,
"0xdbd,",1,
"(0xdc0,",1,
"0xdc6,",1,
"(0xdca,",1,
"0xdca,",1,
"(0xdcf,",1,
"0xdd1,",1,
"(0xdd2,",1,
"0xdd4,",1,
"(0xdd6,",1,
"0xdd6,",1,
"(0xdd8,",1,
"0xddf,",1,
"(0xdf2,",1,
"0xdf3,",1,
"(0xdf4,",1,
"0xdf4,",1,
"(0xe01,",1,
"0xe30,",1,
"(0xe31,",1,
"0xe31,",1,
"(0xe32,",1,
"0xe33,",1,
"(0xe34,",1,
"0xe3a,",1,
"(0xe3f,",1,
"0xe3f,",1,
"(0xe40,",1,
"0xe45,",1,
"(0xe46,",1,
"0xe46,",1,
"(0xe47,",1,
"0xe4e,",1,
"(0xe4f,",1,
"0xe4f,",1,
"(0xe50,",1,
"0xe59,",1,
"(0xe5a,",1,
"0xe5b,",1,
"(0xe81,",1,
"0xe82,",1,
"(0xe84,",1,
"0xe84,",1,
"(0xe87,",1,
"0xe88,",1,
"(0xe8a,",1,
"0xe8a,",1,
"(0xe8d,",1,
"0xe8d,",1,
"(0xe94,",1,
"0xe97,",1,
"(0xe99,",1,
"0xe9f,",1,
"(0xea1,",1,
"0xea3,",1,
"(0xea5,",1,
"0xea5,",1,
"(0xea7,",1,
"0xea7,",1,
"(0xeaa,",1,
"0xeab,",1,
"(0xead,",1,
"0xeb0,",1,
"(0xeb1,",1,
"0xeb1,",1,
"(0xeb2,",1,
"0xeb3,",1,
"(0xeb4,",1,
"0xeb9,",1,
"(0xebb,",1,
"0xebc,",1,
"(0xebd,",1,
"0xebd,",1,
"(0xec0,",1,
"0xec4,",1,
"(0xec6,",1,
"0xec6,",1,
"(0xec8,",1,
"0xecd,",1,
"(0xed0,",1,
"0xed9,",1,
"(0xedc,",1,
"0xedf,",1,
"(0xf00,",1,
"0xf00,",1,
"(0xf01,",1,
"0xf03,",1,
"(0xf04,",1,
"0xf12,",1,
"(0xf13,",1,
"0xf13,",1,
"(0xf14,",1,
"0xf14,",1,
"(0xf15,",1,
"0xf17,",1,
"(0xf18,",1,
"0xf19,",1,
"(0xf1a,",1,
"0xf1f,",1,
"(0xf20,",1,
"0xf29,",1,
"(0xf2a,",1,
"0xf33,",1,
"(0xf34,",1,
"0xf34,",1,
"(0xf35,",1,
"0xf35,",1,
"(0xf36,",1,
"0xf36,",1,
"(0xf37,",1,
"0xf37,",1,
"(0xf38,",1,
"0xf38,",1,
"(0xf39,",1,
"0xf39,",1,
"(0xf3a,",1,
"0xf3a,",1,
"(0xf3b,",1,
"0xf3b,",1,
"(0xf3c,",1,
"0xf3c,",1,
"(0xf3d,",1,
"0xf3d,",1,
"(0xf3e,",1,
"0xf3f,",1,
"(0xf40,",1,
"0xf47,",1,
"(0xf49,",1,
"0xf6c,",1,
"(0xf71,",1,
"0xf7e,",1,
"(0xf7f,",1,
"0xf7f,",1,
"(0xf80,",1,
"0xf84,",1,
"(0xf85,",1,
"0xf85,",1,
"(0xf86,",1,
"0xf87,",1,
"(0xf88,",1,
"0xf8c,",1,
"(0xf8d,",1,
"0xf97,",1,
"(0xf99,",1,
"0xfbc,",1,
"(0xfbe,",1,
"0xfc5,",1,
"(0xfc6,",1,
"0xfc6,",1,
"(0xfc7,",1,
"0xfcc,",1,
"(0xfce,",1,
"0xfcf,",1,
"(0xfd0,",1,
"0xfd4,",1,
"(0xfd5,",1,
"0xfd8,",1,
"(0xfd9,",1,
"0xfda,",1,
"(0x1000,",1,
"0x102a,",1,
"(0x102b,",1,
